recorded_income,credit_score,existing_loans,age,loan_amount,gender,default
38.2,526.0,3,32.0,117.0,1,0
23.5,560.0,1,34.0,351.0,0,1
19.0,637.0,2,41.0,118.0,0,0
46.1,802.0,0,26.0,151.0,1,0
79.0,680.0,1,37.0,86.0,1,0
45.5,470.0,1,48.0,265.0,0,0
38.9,510.0,0,21.0,37.0,1,0
37.3,685.0,1,36.0,637.0,0,0
37.1,602.0,1,40.0,201.0,0,0
21.2,507.0,0,37.0,323.0,0,1
49.7,514.0,1,50.0,428.0,1,1
12.9,493.0,1,29.0,203.0,0,1
19.5,758.0,2,29.0,441.0,0,1
43.6,596.0,1,28.0,340.0,1,1
33.8,599.0,0,41.0,149.0,1,1
46.4,569.0,2,47.0,155.0,0,0
49.7,546.0,1,50.0,83.0,1,0
34.3,464.0,1,35.0,263.0,1,0
23.1,629.0,1,32.0,216.0,0,0
42.8,717.0,1,41.0,113.0,1,0
16.9,569.0,1,45.0,565.0,0,1
34.3,632.0,2,24.0,238.0,0,0
13.6,703.0,0,36.0,465.0,0,1
34.5,674.0,1,47.0,205.0,0,0
26.3,528.0,0,41.0,328.0,0,1
32.4,571.0,2,40.0,318.0,0,1
17.4,613.0,4,50.0,204.0,0,0
30.6,752.0,3,35.0,368.0,0,0
76.2,712.0,1,47.0,200.0,1,0
23.2,590.0,1,34.0,153.0,0,0
44.8,430.0,2,45.0,393.0,1,1
43.8,594.0,1,42.0,502.0,0,0
51.4,524.0,1,31.0,377.0,1,0
32.5,682.0,0,31.0,367.0,0,1
17.4,521.0,3,35.0,218.0,0,1
14.6,539.0,2,23.0,20.0,0,1
40.8,606.0,2,35.0,229.0,1,0
23.1,592.0,0,46.0,147.0,0,0
39.7,521.0,1,43.0,20.0,1,0
30.2,736.0,2,29.0,451.0,0,1
29.9,504.0,0,35.0,359.0,1,0
47.4,324.0,0,35.0,312.0,1,1
47.5,445.0,0,41.0,361.0,0,0
24.9,619.0,1,46.0,341.0,1,1
23.1,593.0,0,49.0,391.0,0,1
27.5,451.0,2,26.0,315.0,0,1
40.0,433.0,2,47.0,382.0,0,1
15.5,601.0,3,45.0,448.0,0,1
16.8,730.0,1,37.0,218.0,0,0
5.3,639.0,1,42.0,199.0,0,1
23.4,525.0,1,41.0,193.0,0,0
35.1,640.0,0,51.0,200.0,0,0
56.0,525.0,1,37.0,379.0,1,0
45.4,394.0,0,50.0,198.0,1,0
21.7,628.0,0,32.0,70.0,0,0
50.6,621.0,2,44.0,313.0,1,0
43.1,684.0,1,21.0,419.0,1,0
11.2,666.0,2,43.0,430.0,1,1
15.1,598.0,1,38.0,455.0,0,1
62.7,669.0,0,21.0,390.0,1,0
44.8,525.0,0,21.0,372.0,1,0
19.4,473.0,3,28.0,162.0,1,1
36.6,438.0,0,34.0,376.0,0,1
39.1,537.0,0,35.0,302.0,0,0
33.5,655.0,0,33.0,412.0,1,0
34.9,677.0,1,35.0,132.0,0,0
3.5,523.0,1,32.0,228.0,0,1
54.6,639.0,2,53.0,161.0,1,0
40.3,656.0,0,38.0,283.0,0,0
16.2,679.0,0,45.0,300.0,0,0
31.0,634.0,3,41.0,155.0,0,1
34.9,513.0,0,40.0,227.0,1,1
38.5,591.0,0,43.0,281.0,1,0
23.5,505.0,1,41.0,455.0,0,1
20.0,490.0,2,35.0,225.0,1,1
68.4,732.0,0,54.0,231.0,1,0
24.7,660.0,0,36.0,295.0,0,0
29.1,602.0,0,30.0,572.0,0,1
24.9,517.0,0,63.0,432.0,1,1
17.1,552.0,0,52.0,321.0,0,1
46.2,597.0,0,25.0,245.0,1,0
47.9,681.0,0,21.0,121.0,1,0
53.2,656.0,1,36.0,245.0,1,0
39.6,600.0,1,39.0,634.0,0,1
25.8,675.0,1,40.0,197.0,0,0
23.3,541.0,5,25.0,200.0,0,1
51.2,765.0,0,25.0,362.0,1,0
30.4,652.0,2,38.0,98.0,1,0
53.1,391.0,2,33.0,504.0,1,1
45.6,547.0,3,23.0,352.0,1,1
40.1,569.0,0,56.0,380.0,0,0
35.0,755.0,0,46.0,176.0,0,0
24.2,596.0,1,36.0,200.0,1,1
27.0,600.0,1,39.0,327.0,1,0
35.7,689.0,2,30.0,361.0,0,0
48.0,705.0,3,27.0,241.0,0,0
20.2,415.0,1,23.0,286.0,1,1
40.3,654.0,0,44.0,387.0,1,0
44.2,482.0,0,36.0,446.0,1,1
17.1,591.0,0,40.0,321.0,1,0
47.2,570.0,0,32.0,428.0,1,1
27.0,681.0,1,52.0,336.0,0,0
8.6,850.0,2,42.0,229.0,1,0
64.3,457.0,0,62.0,207.0,1,0
27.1,645.0,1,47.0,238.0,1,0
20.8,714.0,1,43.0,331.0,1,0
46.3,584.0,0,43.0,406.0,1,0
33.9,543.0,0,44.0,401.0,0,0
51.0,759.0,0,52.0,252.0,1,0
34.2,568.0,1,29.0,279.0,1,1
27.9,565.0,1,42.0,281.0,0,1
20.3,607.0,1,36.0,460.0,0,1
20.3,555.0,1,28.0,125.0,1,1
39.3,658.0,0,30.0,55.0,0,0
26.9,496.0,2,36.0,282.0,0,1
37.3,535.0,0,41.0,435.0,1,0
10.0,564.0,2,28.0,249.0,1,1
26.1,667.0,0,25.0,454.0,0,0
27.4,660.0,0,21.0,273.0,1,1
37.4,729.0,0,36.0,224.0,1,0
25.7,572.0,0,35.0,206.0,0,0
33.3,633.0,0,28.0,394.0,1,0
37.9,714.0,1,32.0,266.0,0,0
46.7,606.0,0,59.0,214.0,1,0
39.8,675.0,2,45.0,112.0,0,0
14.1,500.0,0,35.0,356.0,0,0
21.2,676.0,0,29.0,462.0,0,1
39.4,621.0,1,39.0,431.0,1,1
23.7,558.0,0,36.0,340.0,0,0
38.8,497.0,2,51.0,259.0,1,1
22.3,598.0,0,38.0,160.0,1,0
29.3,648.0,1,30.0,200.0,1,1
15.4,623.0,0,21.0,313.0,1,1
18.7,592.0,0,22.0,185.0,0,0
50.4,696.0,0,45.0,298.0,1,0
25.8,698.0,0,41.0,219.0,0,0
62.6,524.0,2,27.0,369.0,1,1
21.7,584.0,0,45.0,384.0,0,1
41.8,565.0,2,33.0,295.0,1,1
21.8,613.0,2,33.0,187.0,1,0
79.0,595.0,1,21.0,346.0,1,0
37.3,662.0,0,43.0,386.0,1,0
52.4,506.0,3,37.0,327.0,1,0
46.2,627.0,1,27.0,369.0,1,0
31.2,850.0,1,41.0,331.0,1,1
20.0,427.0,1,38.0,477.0,1,1
29.6,587.0,1,36.0,296.0,0,0
31.6,493.0,0,26.0,181.0,1,1
37.7,617.0,1,51.0,20.0,1,0
49.8,686.0,1,35.0,464.0,1,0
28.8,629.0,3,46.0,258.0,0,1
32.0,731.0,0,38.0,105.0,0,0
29.6,651.0,1,33.0,59.0,0,0
12.6,718.0,0,31.0,326.0,0,1
60.9,612.0,1,42.0,279.0,1,0
57.6,513.0,2,36.0,376.0,1,1
23.0,632.0,1,41.0,467.0,1,1
33.3,614.0,1,37.0,519.0,0,1
30.1,619.0,0,47.0,226.0,1,0
28.8,676.0,3,41.0,317.0,1,1
27.9,535.0,1,37.0,242.0,0,1
66.2,611.0,1,39.0,437.0,1,0
39.1,532.0,1,41.0,521.0,0,0
49.1,679.0,3,33.0,475.0,1,1
22.7,540.0,1,39.0,601.0,1,1
54.8,630.0,0,48.0,244.0,0,0
37.2,493.0,0,25.0,269.0,0,0
5.0,598.0,1,22.0,232.0,1,0
32.2,632.0,0,33.0,534.0,0,0
32.7,697.0,0,37.0,354.0,1,0
46.1,640.0,2,32.0,359.0,1,0
32.2,660.0,1,33.0,376.0,0,0
26.2,583.0,0,25.0,215.0,1,0
47.2,596.0,1,31.0,410.0,0,0
43.0,559.0,1,42.0,428.0,1,1
37.9,624.0,0,41.0,124.0,0,0
42.2,649.0,0,44.0,281.0,0,0
28.9,650.0,0,27.0,310.0,1,0
18.4,642.0,1,56.0,318.0,0,0
39.8,717.0,1,52.0,498.0,0,0
42.6,579.0,4,33.0,301.0,0,1
19.3,754.0,1,35.0,386.0,1,0
70.2,622.0,2,39.0,441.0,1,0
25.5,534.0,3,52.0,332.0,0,1
35.3,630.0,0,36.0,540.0,0,0
33.9,595.0,0,34.0,422.0,0,0
17.8,597.0,1,39.0,339.0,0,1
18.9,685.0,2,27.0,148.0,0,0
8.7,546.0,1,41.0,283.0,1,1
22.7,512.0,0,38.0,512.0,1,1
12.4,619.0,2,27.0,407.0,0,0
40.6,541.0,0,41.0,359.0,1,0
42.4,612.0,0,27.0,181.0,0,0
27.7,671.0,0,37.0,418.0,0,0
31.6,477.0,0,42.0,323.0,0,1
51.7,684.0,0,46.0,396.0,1,0
50.2,644.0,0,42.0,225.0,1,0
34.2,622.0,2,33.0,206.0,1,1
12.6,471.0,0,32.0,211.0,0,1
23.5,504.0,1,26.0,393.0,0,1
28.7,532.0,0,48.0,394.0,0,0
26.9,557.0,0,27.0,361.0,1,0
45.4,607.0,2,27.0,328.0,1,1
35.6,717.0,1,31.0,132.0,1,0
49.3,648.0,1,46.0,147.0,1,0
19.6,562.0,3,42.0,347.0,0,1
26.2,546.0,2,43.0,104.0,1,1
46.6,724.0,1,52.0,450.0,0,0
28.3,637.0,1,35.0,213.0,0,0
48.3,692.0,1,31.0,410.0,1,0
23.5,526.0,1,52.0,239.0,1,0
34.3,623.0,1,27.0,364.0,1,0
50.2,536.0,1,32.0,346.0,1,1
63.5,586.0,0,37.0,209.0,1,0
20.4,544.0,0,32.0,181.0,0,0
19.6,587.0,0,48.0,426.0,0,0
39.7,583.0,0,33.0,315.0,1,0
17.1,477.0,1,38.0,228.0,1,0
27.7,495.0,1,37.0,393.0,0,1
39.0,639.0,1,36.0,373.0,1,0
35.6,612.0,1,49.0,288.0,0,0
42.9,527.0,2,38.0,392.0,0,1
34.0,552.0,0,33.0,234.0,0,0
35.8,642.0,0,29.0,126.0,0,0
40.8,718.0,0,43.0,333.0,1,0
24.2,675.0,1,40.0,342.0,0,0
10.1,582.0,1,33.0,303.0,1,1
26.7,608.0,1,24.0,613.0,1,0
43.3,509.0,1,47.0,190.0,1,0
15.3,638.0,0,26.0,363.0,1,0
43.6,639.0,2,41.0,302.0,1,0
34.0,582.0,2,52.0,617.0,1,1
17.3,557.0,1,31.0,458.0,0,0
23.1,605.0,0,33.0,340.0,0,0
35.7,653.0,0,39.0,379.0,0,1
53.3,638.0,2,37.0,329.0,1,0
7.7,729.0,3,49.0,121.0,0,0
37.8,581.0,0,22.0,376.0,1,0
37.6,613.0,1,46.0,103.0,0,1
25.3,676.0,1,51.0,148.0,0,0
41.6,586.0,0,47.0,425.0,1,1
12.3,671.0,1,31.0,450.0,0,1
32.8,650.0,1,29.0,339.0,1,0
67.4,656.0,3,30.0,279.0,1,0
28.2,542.0,0,51.0,366.0,1,0
12.9,745.0,0,24.0,286.0,0,0
42.2,469.0,0,44.0,326.0,1,1
51.8,586.0,1,40.0,412.0,1,0
40.5,685.0,0,44.0,336.0,0,0
22.6,496.0,0,32.0,234.0,0,1
30.3,707.0,1,40.0,405.0,0,0
48.2,517.0,1,29.0,466.0,1,0
34.8,466.0,1,21.0,400.0,0,0
31.8,716.0,3,33.0,153.0,1,1
46.0,555.0,2,34.0,371.0,0,0
20.8,516.0,2,34.0,205.0,0,1
50.6,727.0,0,55.0,90.0,1,0
39.7,483.0,2,48.0,344.0,1,0
31.2,553.0,1,51.0,559.0,1,1
21.3,613.0,1,24.0,404.0,0,0
31.2,543.0,1,42.0,230.0,1,0
23.3,559.0,1,46.0,322.0,0,0
17.3,744.0,2,50.0,383.0,0,0
50.5,771.0,2,61.0,224.0,1,0
29.4,717.0,3,24.0,269.0,1,0
30.8,539.0,1,38.0,316.0,1,1
47.3,597.0,1,43.0,126.0,1,1
26.9,604.0,0,37.0,289.0,0,0
13.1,605.0,0,21.0,299.0,0,1
26.0,610.0,1,37.0,152.0,1,0
37.1,615.0,0,48.0,201.0,1,0
22.0,621.0,1,31.0,257.0,0,0
35.9,691.0,1,54.0,196.0,0,0
20.0,705.0,1,33.0,213.0,0,0
25.5,787.0,1,42.0,221.0,1,0
24.8,460.0,3,50.0,378.0,1,1
32.3,652.0,2,45.0,311.0,0,0
47.3,462.0,0,39.0,140.0,1,0
10.4,515.0,0,41.0,70.0,0,0
49.3,739.0,1,38.0,284.0,1,0
37.0,586.0,0,35.0,407.0,0,1
14.6,554.0,0,39.0,75.0,1,1
29.6,586.0,1,49.0,217.0,1,1
43.0,653.0,2,33.0,194.0,0,0
38.6,667.0,1,41.0,20.0,0,0
28.3,503.0,1,38.0,258.0,0,1
33.3,626.0,2,46.0,423.0,0,0
71.7,524.0,0,41.0,57.0,1,0
33.3,560.0,1,46.0,274.0,0,0
21.7,536.0,1,28.0,217.0,1,0
42.3,736.0,1,25.0,355.0,0,0
18.9,567.0,0,52.0,265.0,0,1
38.4,483.0,1,34.0,432.0,0,0
49.8,620.0,2,37.0,244.0,1,1
53.3,663.0,1,40.0,174.0,1,1
63.1,717.0,1,37.0,507.0,1,0
12.6,580.0,1,51.0,220.0,0,0
27.3,568.0,1,24.0,284.0,0,1
69.2,684.0,2,55.0,556.0,1,1
54.6,494.0,0,23.0,416.0,1,1
42.7,678.0,1,40.0,401.0,1,1
17.3,632.0,2,46.0,228.0,0,1
29.1,648.0,0,22.0,387.0,0,0
26.3,653.0,1,46.0,424.0,1,1
12.6,519.0,0,45.0,147.0,0,0
48.6,618.0,3,47.0,417.0,1,1
41.0,498.0,2,28.0,286.0,1,1
28.4,697.0,1,39.0,269.0,1,1
32.1,548.0,0,39.0,304.0,0,0
22.7,711.0,1,32.0,236.0,0,0
66.7,626.0,0,44.0,191.0,1,0
39.5,510.0,3,30.0,287.0,1,1
44.6,507.0,4,31.0,397.0,0,0
27.8,519.0,1,43.0,264.0,1,1
49.2,554.0,0,27.0,388.0,1,0
67.7,638.0,0,46.0,282.0,1,0
44.1,416.0,0,57.0,114.0,1,0
39.9,511.0,1,29.0,461.0,0,1
13.9,570.0,0,29.0,409.0,1,1
50.6,735.0,0,46.0,162.0,1,0
28.3,577.0,0,30.0,158.0,0,0
51.5,586.0,2,38.0,306.0,1,0
37.1,451.0,1,44.0,183.0,0,0
6.2,592.0,2,49.0,198.0,1,1
23.3,502.0,1,38.0,485.0,0,1
29.9,670.0,0,55.0,316.0,1,0
29.6,795.0,0,29.0,437.0,0,0
10.9,653.0,1,37.0,582.0,1,1
23.6,501.0,0,64.0,290.0,1,0
38.5,658.0,0,40.0,367.0,0,0
29.9,522.0,0,43.0,280.0,0,0
16.6,571.0,0,36.0,331.0,0,1
36.2,612.0,1,56.0,355.0,1,0
56.5,712.0,2,52.0,229.0,1,0
8.7,609.0,1,41.0,292.0,0,1
25.8,654.0,0,42.0,150.0,0,0
36.6,606.0,1,46.0,87.0,1,0
30.0,656.0,2,46.0,174.0,0,0
33.3,591.0,2,51.0,471.0,0,0
48.1,711.0,3,43.0,347.0,0,0
33.8,471.0,1,54.0,309.0,0,1
21.8,531.0,1,39.0,334.0,0,0
41.2,500.0,1,30.0,372.0,0,0
19.0,538.0,0,33.0,455.0,0,1
32.6,512.0,1,39.0,268.0,0,0
63.6,644.0,1,33.0,382.0,1,1
39.3,541.0,3,38.0,290.0,0,1
36.5,597.0,0,30.0,318.0,0,1
6.5,552.0,0,36.0,41.0,1,1
38.5,532.0,2,42.0,341.0,1,1
31.2,609.0,3,38.0,250.0,1,1
59.9,482.0,0,38.0,338.0,1,1
36.8,502.0,0,21.0,319.0,0,0
30.7,450.0,0,31.0,456.0,0,0
51.9,537.0,2,51.0,292.0,1,0
30.3,593.0,1,42.0,378.0,1,1
49.5,704.0,0,29.0,365.0,1,0
29.0,525.0,0,47.0,270.0,0,1
14.8,742.0,0,31.0,180.0,1,0
45.2,589.0,0,32.0,329.0,1,0
35.4,639.0,0,46.0,100.0,0,0
40.5,615.0,0,38.0,351.0,0,0
47.9,652.0,2,30.0,350.0,1,0
38.6,765.0,2,29.0,500.0,0,0
14.0,728.0,1,37.0,280.0,1,1
34.4,512.0,0,40.0,179.0,1,0
26.5,562.0,0,37.0,210.0,0,0
35.1,639.0,1,32.0,347.0,1,1
38.7,504.0,0,47.0,261.0,1,0
31.3,635.0,0,38.0,308.0,1,0
35.7,593.0,0,30.0,272.0,0,0
17.6,510.0,1,26.0,301.0,0,0
29.3,631.0,1,21.0,146.0,0,0
41.1,688.0,2,44.0,123.0,1,1
29.5,515.0,2,34.0,424.0,0,0
25.8,744.0,2,28.0,282.0,1,0
61.0,621.0,1,44.0,330.0,1,0
36.6,588.0,0,22.0,159.0,1,0
18.4,635.0,0,42.0,360.0,1,1
36.4,367.0,1,22.0,268.0,0,1
40.0,670.0,1,33.0,392.0,1,0
38.5,624.0,0,26.0,365.0,1,1
38.6,559.0,1,51.0,314.0,1,0
45.9,630.0,1,35.0,304.0,1,0
27.4,636.0,2,47.0,47.0,0,0
28.4,505.0,1,32.0,288.0,1,1
18.7,608.0,2,47.0,321.0,1,1
44.6,457.0,1,42.0,238.0,1,1
17.2,763.0,1,42.0,115.0,1,0
56.8,591.0,0,29.0,335.0,1,0
18.0,573.0,2,45.0,233.0,0,1
19.1,474.0,5,33.0,348.0,0,1
17.7,567.0,1,34.0,232.0,0,1
19.6,591.0,1,50.0,231.0,1,0
19.9,625.0,1,21.0,244.0,0,0
35.7,460.0,1,49.0,310.0,1,0
5.1,567.0,2,32.0,353.0,1,1
5.0,667.0,0,48.0,293.0,1,1
20.5,630.0,1,48.0,384.0,0,1
53.3,614.0,2,56.0,378.0,1,1
20.5,660.0,0,36.0,274.0,1,0
27.2,564.0,0,39.0,412.0,0,0
61.5,528.0,1,32.0,183.0,1,1
20.1,550.0,1,44.0,350.0,1,1
33.4,664.0,3,24.0,217.0,1,0
28.9,680.0,0,46.0,395.0,1,0
37.4,600.0,0,39.0,161.0,0,0
32.9,511.0,2,31.0,300.0,0,0
49.3,584.0,2,31.0,398.0,1,0
77.4,683.0,1,38.0,43.0,1,0
45.1,664.0,0,44.0,214.0,0,0
27.0,508.0,1,44.0,285.0,0,1
37.0,621.0,0,28.0,409.0,1,1
12.8,586.0,0,21.0,388.0,0,1
10.0,564.0,1,37.0,127.0,0,1
39.3,361.0,0,30.0,237.0,1,1
14.4,510.0,0,56.0,385.0,0,1
34.6,725.0,1,34.0,518.0,0,0
19.7,594.0,0,50.0,156.0,0,0
21.9,612.0,0,31.0,479.0,0,0
11.7,591.0,0,47.0,143.0,0,0
50.2,636.0,3,26.0,506.0,0,0
51.4,657.0,1,31.0,89.0,1,0
29.4,651.0,1,26.0,337.0,1,1
42.3,706.0,1,34.0,111.0,1,0
41.9,641.0,2,21.0,217.0,0,0
18.3,753.0,0,21.0,178.0,0,0
68.6,736.0,1,29.0,353.0,1,0
17.2,602.0,0,40.0,504.0,0,1
37.3,491.0,2,38.0,506.0,1,1
10.7,496.0,2,27.0,368.0,0,0
5.0,510.0,0,53.0,387.0,1,1
55.2,616.0,2,45.0,309.0,1,0
41.3,487.0,2,55.0,259.0,1,1
14.0,599.0,0,36.0,240.0,1,0
15.4,710.0,0,24.0,385.0,1,0
57.2,656.0,0,29.0,459.0,1,0
26.4,582.0,1,21.0,333.0,0,0
43.0,595.0,2,37.0,377.0,0,1
34.7,500.0,1,33.0,185.0,0,0
39.0,633.0,2,40.0,262.0,1,0
28.3,622.0,2,36.0,135.0,0,0
31.7,469.0,0,40.0,381.0,1,1
29.0,618.0,2,42.0,205.0,0,0
39.1,621.0,1,49.0,179.0,1,1
52.6,581.0,1,44.0,133.0,1,0
26.3,526.0,2,21.0,276.0,0,0
52.4,576.0,0,37.0,308.0,1,0
53.8,551.0,0,39.0,282.0,1,0
42.7,484.0,0,36.0,365.0,1,0
14.2,712.0,0,34.0,386.0,0,0
37.6,735.0,1,50.0,220.0,1,0
8.0,580.0,0,28.0,140.0,0,1
21.9,646.0,1,26.0,139.0,1,0
51.0,461.0,0,34.0,232.0,1,1
47.4,534.0,1,31.0,265.0,1,0
40.0,594.0,1,33.0,393.0,1,1
35.5,517.0,4,54.0,482.0,1,1
28.9,757.0,0,33.0,297.0,1,0
22.6,655.0,0,32.0,240.0,0,0
38.1,611.0,1,30.0,374.0,0,0
47.2,441.0,2,48.0,305.0,1,0
